Zip,City,State,Latitude,Longitude,geopoint,Demand,DC_Candidate
10309,Staten Island,NY,40.529749,-74.21304,"40.529749,-74.21304",6690,0
60525,La Grange,IL,41.788536,-87.87605,"41.788536,-87.87605",6845,0
61938,Mattoon,IL,39.474889,-88.37421,"39.474889,-88.37421",6449,0
83501,Lewiston,ID,46.388753,-116.98484,"46.388753,-116.98484",6083,0
11370,East Elmhurst,NY,40.763015,-73.89052,"40.763015,-73.89052",6936,0
01095,Wilbraham,MA,42.12531,-72.44057,"42.12531,-72.44057",7347,0
02852,North Kingstown,RI,41.589701,-71.454,"41.589701,-71.454",7984,0
14701,Jamestown,NY,42.09179,-79.24459,"42.09179,-79.24459",7607,0
29621,Anderson,SC,34.523657,-82.62509,"34.523657,-82.62509",7724,0
39601,Brookhaven,MS,31.574319,-90.45029,"31.574319,-90.45029",4355,0
71129,Shreveport,LA,32.42067,-93.8877,"32.42067,-93.8877",6925,0
29223,Columbia,SC,34.084069,-80.93286,"34.084069,-80.93286",5720,0
97224,Portland,OR,45.406292,-122.78441,"45.406292,-122.78441",5730,0
33805,Lakeland,FL,28.071564,-81.95802,"28.071564,-81.95802",6836,1
23005,Ashland,VA,37.754254,-77.47465,"37.754254,-77.47465",7203,0
48374,Novi,MI,42.467945,-83.51766,"42.467945,-83.51766",4081,0
64157,Kansas City,MO,39.283535,-94.4705,"39.283535,-94.4705",6988,0
64081,Lees Summit,MO,38.908657,-94.40285,"38.908657,-94.40285",6086,0
98332,Gig Harbor,WA,47.364321,-122.60011,"47.364321,-122.60011",7114,0
44805,Ashland,OH,40.867016,-82.31514,"40.867016,-82.31514",7018,0
33073,Pompano Beach,FL,26.305433,-80.18287,"26.305433,-80.18287",4549,0
30180,Villa Rica,GA,33.718079,-84.92356,"33.718079,-84.92356",4362,0
37876,Sevierville,TN,35.860157,-83.48694,"35.860157,-83.48694",4552,0
78410,Corpus Christi,TX,27.846568,-97.59435,"27.846568,-97.59435",5903,0
18052,Whitehall,PA,40.651751,-75.49224,"40.651751,-75.49224",7867,0
13413,New Hartford,NY,43.067169,-75.28767,"43.067169,-75.28767",5668,0
13057,East Syracuse,NY,43.074266,-76.05538,"43.074266,-76.05538",5459,0
25526,Hurricane,WV,38.427011,-81.9896,"38.427011,-81.9896",6454,0
90040,Los Angeles,CA,33.997492,-118.15284,"33.997492,-118.15284",6725,0
90631,La Habra,CA,33.934513,-117.95159,"33.934513,-117.95159",6851,0
92253,La Quinta,CA,33.675373,-116.29649,"33.675373,-116.29649",4542,0
60515,Downers Grove,IL,41.80348,-88.01827,"41.80348,-88.01827",5799,0
22306,Alexandria,VA,38.757214,-77.08666,"38.757214,-77.08666",7032,0
93720,Fresno,CA,36.865587,-119.75917,"36.865587,-119.75917",5624,0
90712,Lakewood,CA,33.851965,-118.1468,"33.851965,-118.1468",4239,0
48307,Rochester,MI,42.662293,-83.12781,"42.662293,-83.12781",5935,0
02145,Somerville,MA,42.390846,-71.09225,"42.390846,-71.09225",6442,0
28412,Wilmington,NC,34.152021,-77.91346,"34.152021,-77.91346",7219,0
78726,Austin,TX,30.439053,-97.83503,"30.439053,-97.83503",6893,0
68803,Grand Island,NE,40.916866,-98.38749,"40.916866,-98.38749",6023,1
85248,Chandler,AZ,33.239097,-111.86355,"33.239097,-111.86355",5848,0
99507,Anchorage,AK,61.154834,-149.82865,"61.154834,-149.82865",6021,1
70433,Covington,LA,30.470793,-90.10491,"30.470793,-90.10491",5938,0
44312,Akron,OH,41.034156,-81.43944,"41.034156,-81.43944",7527,0
29466,Mount Pleasant,SC,32.87602,-79.79148,"32.87602,-79.79148",4060,0
24073,Christiansburg,VA,37.136013,-80.41222,"37.136013,-80.41222",4024,0
84115,Salt Lake City,UT,40.718113,-111.88938,"40.718113,-111.88938",4160,0
89123,Las Vegas,NV,36.026532,-115.14848,"36.026532,-115.14848",7436,1
29576,Murrells Inlet,SC,33.568115,-79.03226,"33.568115,-79.03226",7367,0
46219,Indianapolis,IN,39.78001,-86.04889,"39.78001,-86.04889",6932,0
33186,Miami,FL,25.662292,-80.40947,"25.662292,-80.40947",7176,0
48507,Flint,MI,42.973263,-83.70142,"42.973263,-83.70142",5406,0
85250,Scottsdale,AZ,33.521433,-111.90944,"33.521433,-111.90944",4367,0
63136,Saint Louis,MO,38.73835,-90.26154,"38.73835,-90.26154",4116,0
19145,Philadelphia,PA,39.922262,-75.18259,"39.922262,-75.18259",6020,0
97603,Klamath Falls,OR,42.169323,-121.70298,"42.169323,-121.70298",6026,0
83202,Pocatello,ID,42.96866,-112.43182,"42.96866,-112.43182",4016,0
55362,Monticello,MN,45.301337,-93.80774,"45.301337,-93.80774",4948,0
76901,San Angelo,TX,31.474132,-100.5198,"31.474132,-100.5198",6266,0
10950,Monroe,NY,41.323547,-74.19531,"41.323547,-74.19531",6256,0
75098,Wylie,TX,33.011975,-96.53607,"33.011975,-96.53607",4814,0
76504,Temple,TX,31.09954,-97.35766,"31.09954,-97.35766",7296,0
85714,Tucson,AZ,32.170277,-110.95525,"32.170277,-110.95525",6654,0
19713,Newark,DE,39.669211,-75.71796,"39.669211,-75.71796",5876,1
28470,South Brunswick,NC,33.9666,-78.3878,"33.9666,-78.3878",7863,0
80920,Colorado Springs,CO,38.952366,-104.76701,"38.952366,-104.76701",7727,0
98516,Olympia,WA,47.085046,-122.78376,"47.085046,-122.78376",4172,0
34741,Kissimmee,FL,28.301788,-81.42159,"28.301788,-81.42159",6643,0
46947,Logansport,IN,40.754787,-86.36684,"40.754787,-86.36684",5143,1
76092,Southlake,TX,32.946678,-97.14523,"32.946678,-97.14523",5591,0
98233,Burlington,WA,48.486892,-122.33366,"48.486892,-122.33366",5378,0
92620,Irvine,CA,33.714889,-117.7633,"33.714889,-117.7633",7483,0
34606,Spring Hill,FL,28.470236,-82.59741,"28.470236,-82.59741",6349,0
53940,Lake Delton,WI,43.589593,-89.79306,"43.589593,-89.79306",7042,0
75088,Rowlett,TX,32.897459,-96.5497,"32.897459,-96.5497",5361,0
91766,Pomona,CA,34.045584,-117.75305,"34.045584,-117.75305",7799,0
43026,Hilliard,OH,40.021665,-83.14762,"40.021665,-83.14762",7483,0
98277,Oak Harbor,WA,48.303774,-122.65093,"48.303774,-122.65093",7661,0
02019,Bellingham,MA,42.075122,-71.47953,"42.075122,-71.47953",4432,0
02703,Attleboro,MA,41.928099,-71.31456,"41.928099,-71.31456",6007,0
31419,Savannah,GA,31.986249,-81.20259,"31.986249,-81.20259",6910,0
29307,Spartanburg,SC,34.982424,-81.85729,"34.982424,-81.85729",5413,0
94404,San Mateo,CA,37.554335,-122.27032,"37.554335,-122.27032",4377,0
73127,Oklahoma City,OK,35.481507,-97.6423,"35.481507,-97.6423",4231,0
30250,Lovejoy,GA,33.437428,-84.31519,"33.437428,-84.31519",4737,0
06351,Jewett City,CT,41.604341,-71.97599,"41.604341,-71.97599",4881,0
83815,Coeur D Alene,ID,47.718227,-116.78897,"47.718227,-116.78897",4994,1
80020,Broomfield,CO,39.93404,-105.05454,"39.93404,-105.05454",5820,0
33461,Lake Worth,FL,26.621145,-80.08976,"26.621145,-80.08976",7316,0
30143,Jasper,GA,34.454934,-84.41583,"34.454934,-84.41583",7137,0
28211,Charlotte,NC,35.170094,-80.79857,"35.170094,-80.79857",6116,1
88011,Las Cruces,NM,32.312506,-106.70306,"32.312506,-106.70306",6773,0
32607,Gainesville,FL,29.646189,-82.39658,"29.646189,-82.39658",6504,0
48509,Burton,MI,43.020176,-83.60433,"43.020176,-83.60433",5788,1
01906,Saugus,MA,42.462796,-71.0098,"42.462796,-71.0098",4370,0
46320,Hammond,IN,41.610035,-87.50574,"41.610035,-87.50574",6977,0
77008,Houston,TX,29.798777,-95.40951,"29.798777,-95.40951",5398,0
93612,Clovis,CA,36.813456,-119.70826,"36.813456,-119.70826",7555,0
95928,Chico,CA,39.720955000000004,-121.81888000000001,"39.720955,-121.81888",5584,0
11234,Brooklyn,NY,40.618561,-73.9216,"40.618561,-73.9216",5123,0
07045,Montville,NJ,40.906152,-74.36742,"40.906152,-74.36742",5605,0
90017,Los Angeles,CA,34.052561,-118.26434,"34.052561,-118.26434",5985,0
17402,York,PA,39.976898,-76.67785,"39.976898,-76.67785",5635,0
24017,Roanoke,VA,37.290886,-79.98256,"37.290886,-79.98256",6119,1
84770,Saint George,UT,37.118352,-113.5987,"37.118352,-113.5987",6561,0
19606,Reading,PA,40.327741,-75.87002,"40.327741,-75.87002",4129,0
02538,East Wareham,MA,41.782915,-70.64881,"41.782915,-70.64881",4199,0
98204,Everett,WA,47.90296,-122.25064,"47.90296,-122.25064",7737,1
43017,Dublin,OH,40.109478,-83.12713,"40.109478,-83.12713",5124,0
15301,Washington,PA,40.170663,-80.25185,"40.170663,-80.25185",6637,0
91706,Baldwin Park,CA,34.087108,-117.96966,"34.087108,-117.96966",7692,0
87120,Albuquerque,NM,35.146144,-106.70851,"35.146144,-106.70851",7250,1
38478,Pulaski,TN,35.204983,-87.01246,"35.204983,-87.01246",5435,0
36303,Dothan,AL,31.249042,-85.40605,"31.249042,-85.40605",4096,0
06902,Stamford,CT,41.047996,-73.53688,"41.047996,-73.53688",5579,0
27949,Kitty Hawk,NC,36.115899,-75.72772,"36.115899,-75.72772",7859,0
98632,Longview,WA,46.156082,-122.98043,"46.156082,-122.98043",6402,0
07644,Lodi,NJ,40.877999,-74.08265,"40.877999,-74.08265",5325,0
53711,Madison,WI,43.036696,-89.44499,"43.036696,-89.44499",4100,0
80226,Denver,CO,39.71222,-105.08918,"39.71222,-105.08918",4336,0
44212,Brunswick,OH,41.244051,-81.82836,"41.244051,-81.82836",4112,0
85345,Peoria,AZ,33.573602,-112.23984,"33.573602,-112.23984",7306,0
76086,Weatherford,TX,32.77516,-97.77987,"32.77516,-97.77987",4889,0
60181,Villa Park,IL,41.880429,-87.97813,"41.880429,-87.97813",6987,0
15137,North Versailles,PA,40.380219,-79.81017,"40.380219,-79.81017",7523,0
59102,Billings,MT,45.778852,-108.5742,"45.778852,-108.5742",6568,0
55449,Minneapolis,MN,45.168287,-93.20001,"45.168287,-93.20001",6259,1
85204,Mesa,AZ,33.400127,-111.78594,"33.400127,-111.78594",6990,0
85741,Tucson,AZ,32.338126,-111.04259,"32.338126,-111.04259",6624,0
46237,Indianapolis,IN,39.67859,-86.08634,"39.67859,-86.08634",4372,0
00682,Mayaguez,PR,18.208402,-67.15428,"18.208402,-67.15428",7988,0
63385,Wentzville,MO,38.808884,-90.85922,"38.808884,-90.85922",7168,0
50320,Des Moines,IA,41.537059,-93.58072,"41.537059,-93.58072",5506,0
64014,Blue Springs,MO,39.017559,-94.25767,"39.017559,-94.25767",4875,0
48341,Pontiac,MI,42.626947,-83.30243,"42.626947,-83.30243",6437,0
14207,Buffalo,NY,42.94722,-78.89694,"42.94722,-78.89694",4341,0
23831,Chester,VA,37.350999,-77.43959,"37.350999,-77.43959",6328,0
12601,Poughkeepsie,NY,41.701443,-73.91922,"41.701443,-73.91922",5026,0
98801,Wenatchee,WA,47.425497,-120.32881,"47.425497,-120.32881",6557,0
03878,Somersworth,NH,43.253783,-70.87549,"43.253783,-70.87549",7069,0
56537,Fergus Falls,MN,46.282084,-96.06798,"46.282084,-96.06798",7527,0
48433,Flushing,MI,43.072177,-83.84883,"43.072177,-83.84883",5132,0
30720,Dalton,GA,34.766095,-84.9865,"34.766095,-84.9865",6251,0
92530,Lake Elsinore,CA,33.675893,-117.34946,"33.675893,-117.34946",4243,0
93422,Atascadero,CA,35.474913,-120.676,"35.474913,-120.676",7868,0
98837,Moses Lake,WA,47.133606,-119.28455,"47.133606,-119.28455",4374,0
97060,Troutdale,OR,45.529551,-122.39156,"45.529551,-122.39156",4863,0
22601,Winchester,VA,39.179076,-78.16653,"39.179076,-78.16653",4065,0
37312,Cleveland,TN,35.219532,-84.86489,"35.219532,-84.86489",6512,0
91502,Burbank,CA,34.177606,-118.30954,"34.177606,-118.30954",6418,0
31093,Warner Robins,GA,32.638316,-83.64332,"32.638316,-83.64332",4210,0
76112,Fort Worth,TX,32.744032,-97.21957,"32.744032,-97.21957",7470,0
77082,Houston,TX,29.722704,-95.6314,"29.722704,-95.6314",7605,0
43040,Marysville,OH,40.255973,-83.36391,"40.255973,-83.36391",5135,0
89060,Pahrump,NV,36.264185,-116.038857,"36.264185,-116.038857",5903,0
21228,Catonsville,MD,39.278056,-76.74002,"39.278056,-76.74002",6245,0
56007,Albert Lea,MN,43.652042,-93.36916,"43.652042,-93.36916",4801,0
02904,Providence,RI,41.859199,-71.43142,"41.859199,-71.43142",7690,0
24014,Roanoke,VA,37.236753,-79.93549,"37.236753,-79.93549",5154,0
95020,Gilroy,CA,37.016943,-121.56581,"37.016943,-121.56581",4539,0
43123,Grove City,OH,39.88628,-83.07989,"39.88628,-83.07989",6792,0
71111,Bossier City,LA,32.552315,-93.70836,"32.552315,-93.70836",4375,0
01844,Methuen,MA,42.73004,-71.17935,"42.73004,-71.17935",7219,0
75165,Waxahachie,TX,32.397024,-96.83283,"32.397024,-96.83283",7983,0
87507,Santa Fe,NM,35.615216,-105.952788,"35.615216,-105.952788",4839,0
34957,Jensen Beach,FL,27.248445,-80.23277,"27.248445,-80.23277",6028,0
60543,Oswego,IL,41.684896,-88.34177,"41.684896,-88.34177",6845,0
31015,Cordele,GA,31.950899,-83.77808,"31.950899,-83.77808",5443,0
50322,Urbandale,IA,41.630521,-93.7238,"41.630521,-93.7238",6785,0
44221,Cuyahoga Falls,OH,41.141456,-81.47928,"41.141456,-81.47928",6352,0
40502,Lexington,KY,38.017219,-84.4859,"38.017219,-84.4859",4945,0
53149,Mukwonago,WI,42.872477,-88.34409,"42.872477,-88.34409",4848,0
34691,Holiday,FL,28.19006,-82.75735,"28.19006,-82.75735",4184,0
76135,Fort Worth,TX,32.823629,-97.45167000000001,"32.823629,-97.45167",4319,0
22801,Harrisonburg,VA,38.426786,-78.88153,"38.426786,-78.88153",7544,0
59602,Helena,MT,46.696501,-111.96895,"46.696501,-111.96895",5466,0
